05-12-2018 04:20:26 - ===============================Started Adding License Comments, Project - C:\GitHubRepository\Ginger\Ginger===============================
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommonTest\VariableTests\ListVariableTests.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommonTest\VariableTests\RandomVariableTest.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommonTest\VariableTests\SelectionListVariableTests.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommonTest\VariableTests\SequenceVariableTests.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommonTest\VariableTests\StringVariableTests.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommonTest\VariableTests\TimerVariableTests.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\ALMLib\ALMConfig.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\ALMLib\ALMIntegration.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\ALMLib\ExternalItemField.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\CommandProcessorLib\CommandProcessor.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\DisplayLib\DisplayElement.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\DisplayLib\Enums.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\GeneralLib\EncryptionHandler.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\GeneralLib\FormatTextTable.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\GeneralLib\General.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\GeneralLib\MRUManager.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\GeneralLib\StatItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\GingerConsoleLib\GingerConsoleHelper.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\PlugInsLib\GitHTTPClient.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\PlugInsLib\OnlinePluginPackage.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\PlugInsLib\OnlinePluginPackageRelease.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\PlugInsLib\OnlinePluginPackageReleaseAsset.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\PlugInsLib\PluginsManager.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\ReporterLib\GingerHelperMsgsPool.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\ReporterLib\MessageBox.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\ReporterLib\MessageBoxButton.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\ReporterLib\MessageBoxImage.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\ReporterLib\MessageBoxResult.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\ReporterLib\Reporter.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\ReporterLib\UserMessagesPool.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\RosLynLib\CodeProcessor.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\RosLynLib\GingerConsoleScriptGlobals.cs
05-12-2018 04:20:28 - Earlier - False, License Added - True, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\RunLib\ActionHandler.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\RunLib\ActionInputParams.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\RunLib\ActionParam.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\RunLib\GingerGrid.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\RunLib\GingerNode.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\RunLib\GingerNodeInfo.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\RunLib\GingerNodeProxy.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\RunLib\GingerRunnerEventArgs.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\RunLib\NodeActionOutput.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\RunLib\NodeActionOutputValue.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\RunLib\NodeConfigFile.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\RunLib\NodeGingerAction.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\RunLib\SyncRunnerItemEventArgs.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\SourceControl\SolutionInfo.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\SourceControl\SourceControlBase.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\SourceControl\SourceControlFileInfo.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\SourceControl\SourceControlItemInfoDetails.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\ValueExpression\GeneralFunctionsAttributes.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\ValueExpression\ValueExpessionGeneralFunctions.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\WizardLib\IWizardPage.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\WizardLib\IWizardWindow.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\WizardLib\WizardBase.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\WizardLib\WizardEventArgs.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\WizardLib\WizardPage.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\WorkSpaceLib\IWorkSpaceEventHandler.cs
05-12-2018 04:20:28 - Earlier - False, License Added - True, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\WorkSpaceLib\UserProfile.cs
05-12-2018 04:20:28 - Earlier - False, License Added - True, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\WorkSpaceLib\UserProfileApplicationAgentMap.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\WorkSpaceLib\WorkSpace.cs
05-12-2018 04:20:28 - Earlier - False, License Added - True, FileName - C:\GitHubRepository\Ginger\Ginger\GingerPlugIns\ActionsLib\ActionOutput.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerPlugIns\ActionsLib\ActionParam.cs
05-12-2018 04:20:28 - Earlier - False, License Added - True, FileName - C:\GitHubRepository\Ginger\Ginger\GingerPlugIns\ActionsLib\GingerAction.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerPlugIns\ActionsLib\PlugInAction.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerPlugIns\ActionsLib\PlugInActionsBase.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerPlugIns\GeneralLib\ComboBoxListItem.cs
05-12-2018 04:20:28 - Earlier - False, License Added - True, FileName - C:\GitHubRepository\Ginger\Ginger\GingerPlugIns\TextEditorLib\PlugInTextFileEditorBase.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerPlugIns\TextEditorLib\TextEditorToolBarItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerPlugIns\TextEditorLib\TextEditorToolRoutedEventArgs.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\AgentsLib\AgentsTest.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\APIModelLib\WSDLParserTest.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\EnvironemntsLib\EnvsTest.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\GeneralLib\CopyDir.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\GeneralLib\VisualCompare.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\HTMLReportsLib\HTMLReportTest.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\AgentsPOM.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\EnvironmentsPOM.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\GingerPOMBase.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\GlobalVariablesPOM.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\MainWindowPOM.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\SingleItemTreeViewExplorerPagePOM.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\UCButtonPOM.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\UIElementPOM.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\WizardPOM.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\Repository\GingerSolutionRepositorySyncTest.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\Repository\GingerSolutionRepositoryTest.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\VariablesLib\VariablesTest.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\VideosLib\Speach.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\WizardLib\WizardTest.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\Automation.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\AutomationElement.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\AutomationElementCollection.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\AutomationInteropProvider.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\AutomationTypes.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\BasePattern.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\CacheRequest.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\ClientEventList.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\ClientSideProviders.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\Conditions.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\DockPattern.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\Events.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\ExpandCollapsePattern.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\GridPattern.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\InternalSchema.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\InternalTypes.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\InvokePattern.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\LegacyIAccessiblePattern.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\MultipleViewPattern.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\ProviderInterfaces.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\ScrollPattern.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\SelectionPattern.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\SynchronizedInput.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\TablePattern.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\TextPattern.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\TextRange.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\TextTypes.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\UIAComWrapper\UIAComWrapper\TogglePattern.cs
